id,text_raw,text_norm,label_silver,cs_ratio,label_gold
TRAIN_11422,"بليدة الفازة ، قلو موش فيلم animation , هذا rendu esquisse ، etape en modelisation 3D avant le rendu final","بليده الفازه ، قلو موش فيلم animation , هذا rendu esquisse ، etape en modelisation عd avant le rendu final",MIX,0.45,MIX
TRAIN_9826,اييه الضحك داا URL …,اييه الضحك داا url …,AR_MSA,0.2,AR_MSA
atlaset_42828,"القضية لي فجرها والد سعيد عويطة ولي طلعات غير كذوب، خلات بزاف ديال الناس يتضامنو مع البطل العالمي. من غير الناس لي تفاعلو إيجابيا مع القصة لي جمعها دغيا سعيد بعقد ندوة صحافية، أكد فيها ان تصفية حسابات مورا الفيلم كامل، خرجو نجوم وعبرو عن رفضهم للتعامل مع بحال هاد القضايا. والممثل طارق البخاري دار تصويرة عويطة في بروفيل وأكد في رد على التعليقات أن هضرة باه مامنها والو. وكان عويطة جاب خوتو ومو الحقيقية، ودواو على إدمان الأب ديالهم، وهي القصة لي تجمعات وتطوات بلا كثرة الهضرة."" ""تضامن كبير مع سعيد عويطة في القضية لي نوض باه","القضيه لي فجرها والد سعيد عويطه ولي طلعات غير كذوب، خلات بزاف ديال الناس يتضامنو مع البطل العالمي. من غير الناس لي تفاعلو ايجابيا مع القصه لي جمعها دغيا سعيد بعقد ندوه صحافيه، اكد فيها ان تصفيه حسابات مورا الفيلم كامل، خرجو نجوم وعبرو عن رفضهم للتعامل مع بحال هاد القضايا. والممثل طارق البخاري دار تصويره عويطه في بروفيل واكد في رد علي التعليقات ان هضره باه مامنها والو. وكان عويطه جاب خوتو ومو الحقيقيه، ودواو علي ادمان الاب ديالهم، وهي القصه لي تجمعات وتطوات بلا كثره الهضره."" ""تضامن كبير مع سعيد عويطه في القضيه لي نوض باه",AR_DAR,0.0,AR_DAR
atlaset_90563,هناء ابو علي كود- شكون هو الفنان الشعبي الشهير اللي كان ينشط حفلات الجنس الجماعي بفيلا بالبيضاء، يملكها سعودي ولقاو فيها الكوكايين اگوگو وكانت “الصباح” سباقة الى نشر القضية؟ حسب مصدر ل”كود” فان الامر يتعلق بالفنان الشعبي المعروف محمد ولد لخريبكي احد جهابذة العيطة ينحدر من بني يخلف بإقليم خريبكة. الفنان كان رفقة أربعة شيخات وغير كانو كيغنيو ويشطحو. كيديرو خدمتهم. الصباح كانت نشرت في عددها ليومه الثلاثاء الخبر وأفادت ان مالك الفيلا ووحارسها واثنين من تجار الكوكايين سجن عكاشة، توبعوا الجمعة الماضية بتهم إعداد وكر لتسهيل استهلاك المخدرات الصلبة وحيازتها، واستقبال المومسات من أجل الدعارة والفساد في إطار سهرات ماجنة، والعلاقة الجنسية غير الشرعية، والسكر البين، واستهلاك النرجيلة”. وافادت “الصباح” أن وكيل الملك أمر بمتابعة باقي المتهمين المعتقلين بعد مداهمة فيلا للدعارة، في حالة سراح بعد أداء كفالة، بتهمة المشاركة بما فيهم ولد لخريبكي وشيخاته الأربع ة,هناء ابو علي كود- شكون هو الفنان الشعبي الشهير اللي كان ينشط حفلات الجنس الجماعي بفيلا بالبيضاء، يملكها سعودي ولقاو فيها الكوكايين اگوگو وكانت “الصباح” سباقه الي نشر القضيه؟ حسب مصدر ل”كود” فان الامر يتعلق بالفنان الشعبي المعروف محمد ولد لخريبكي احد جهابذه العيطه ينحدر من بني يخلف باقليم خريبكه. الفنان كان رفقه اربعه شيخات وغير كانو كيغنيو ويشطحو. كيديرو خدمتهم. الصباح كانت نشرت في عددها ليومه الثلاثاء الخبر وافادت ان مالك الفيلا ووحارسها واثنين من تجار الكوكايين سجن عكاشه، توبعوا الجمعه الماضيه بتهم اعداد وكر لتسهيل استهلاك المخدرات الصلبه وحيازتها، واستقبال المومسات من اجل الدعاره والفساد في اطار سهرات ماجنه، والعلاقه الجنسيه غير الشرعيه، والسكر البين، واستهلاك النرجيله”. وافادت “الصباح” ان وكيل الملك امر بمتابعه باقي المتهمين المعتقلين بعد مداهمه فيلا للدعاره، في حاله سراح بعد اداء كفاله، بتهمه المشاركه بما فيهم ولد لخريبكي وشيخاته الاربع ه,AR_MSA,0.0,AR_DAR
TRAIN_11239,كل العاب روك ستاز كيذا ما عدى LA Noir يوم نزلة اول مره كانت حمله اعلانية ضخمه كلها تتكلم عن تعابير الوجه المستخدمة وكيف انها تحاكي الواقع ، اما RDR ٢٠١٠ و GTAV ٢٠١٣ كان التيزرز وتريلر الإطلاق فقط ،,كل العاب روك ستاز كيذا ما عدي la noir يوم نزله اول مره كانت حمله اعلانيه ضخمه كلها تتكلم عن تعابير الوجه المستخدمه وكيف انها تحاكي الواقع ، اما rdr ٢٠١٠ و gtav ٢٠١٣ كان التيزرز وتريلر الاطلاق فقط ،,AR_MSA,0.1,AR_MSA
TRAIN_2231,ع فراشي تعباان من النادي واطالع اليوتيوب #اين_انت_الان,ع فراشي تعباان من النادي واطالع اليوتيوب #اين_انت_الان,AR_MSA,0.0,AR_MSA
atlaset_9806,كيعجبني نشوف البطولات على Twitch.,كيعجبني نشوف البطولات علي twitch.,AR_DAR,0.2,AR_DAR
fren_1157,Fake c'est de l'arnaque n'achetez pas ceci sa ne fonctionne même pas,fake c'est de l'arnaque n'achetez pas ceci sa ne fonctionne même pas,FR,0.0,FR
TRAIN_18923,انت اكتر يا ايمن و الله اشوفك بخير دايما,انت اكتر يا ايمن و الله اشوفك بخير دايما,AR_MSA,0.0,AR_MSA
atlaset_40233,حنا مع غانا ولكن ماشي مع لي باغي يردنا كلنا اس...,حنا مع غانا ولكن ماشي مع لي باغي يردنا كلنا اس...,AR_DAR,0.0,AR_DAR
mix_arabizi_b1335cd4a6a8,khassni n'envoyer had le entreprise avant le server,khassni n'envoyer had le entreprise avant le server,MIX,0.3,MIX
mix_arabizi_d90774bee729,ana bghit entreprise bach ndير had le website,ana bghit entreprise bach ndير had le website,MIX,0.3,MIX
atlaset_94600,قدم مالاگا هدية ثمينة لريال مدريد، بعدما ألحق بمنافسه وغريمه البارصا هزيمة مفاجئة اليوم السبت، على ملعب لاروزاليد، ضمن المرحلة ال31 من الدوري الإسباني لكرة القدم. حسب ما نقل موقع “كوورة”. وأبقت الهزيمة، ريال مدريد، الذي سقط في فخ التعادل مع ضيفه أتلتيكو مدريد على الصدارة، ب72 نقطة، بفارق 3 نقاط عن برشلونة، الذي أضاع فرصة ثمينة، للحاق بمنافسه وغريمه التقليدي. في المقابل، رفع مالاجا، رصيده إلى 33 نقطة في المرتبة ال14. وسجل هدفي مالاجا، ساندرو راميريز في الدقيقة ، وجوناثان رودريجيز في الدقيقة . احتاج برشلونة إلى ربع ساعة، من أجل تشكيل الخطر الأول على مرمى صاحب الأرض، بانفراد لويس سواريز بالمرمى في لقطة تألق فيها العملاق كاميني، وأبعد الخطر عن مرماه.,قدم مالاگا هديه ثمينه لريال مدريد، بعدما الحق بمنافسه وغريمه البارصا هزيمه مفاجيه اليوم السبت، علي ملعب لاروزاليد، ضمن المرحله ال31 من الدوري الاسباني لكره القدم. حسب ما نقل موقع “كووره”. وابقت الهزيمه، ريال مدريد، الذي سقط في فخ التعادل مع ضيفه اتلتيكو مدريد علي الصداره، ب72 نقطه، بفارق 3 نقاط عن برشلونه، الذي اضاع فرصه ثمينه، للحاق بمنافسه وغريمه التقليدي. في المقابل، رفع مالاجا، رصيده الي 33 نقطه في المرتبه ال14. وسجل هدفي مالاجا، ساندرو راميريز في الدقيقه ، وجوناثان رودريجيز في الدقيقه . احتاج برشلونه الي ربع ساعه، من اجل تشكيل الخطر الاول علي مرمي صاحب الارض، بانفراد لويس سواريز بالمرمي في لقطه تالق فيها العملاق كاميني، وابعد الخطر عن مرماه.,AR_MSA,0.0,AR_MSA
mix_arabizi_5eb152d7b634,ana bghit formation bach ndير had le invoice,ana bghit formation bach ndير had le invoice,MIX,0.3,MIX
fren_5104,L'article en lui même a l'air correcte mais quel plaisir d ouvrir la boîte et de se retrouver sans aucune notice pour un article a 45 euros bref a voir une fois montée si on arrive à la monter,l'article en lui même a l'air correcte mais quel plaisir d ouvrir la boîte et de se retrouver sans aucune notice pour un article a 45 euros bref a voir une fois montée si on arrive à la monter,FR,0.0,FR
mix_aug_5e5c27c36911,artificial intelligence ما كذا عاد من يومين الا مخلص,artificial intelligence ما كذا عاد من يومين الا مخلص,MIX,0.2222222222222222,MIX
mix_aug_6c328caf6a22,the best يمكن للرئيس يزيحهم من منصبهم من غير قرار من البرلمان,the best يمكن للرئيس يزيحهم من منصبهم من غير قرار من البرلمان,MIX,0.16666666666666666,AR_MSA
mix_arabizi_a4dd60ec8622,wach derti l'certificat wla mazal?,wach derti l'certificat wla mazal?,MIX,0.3,AR_DAR
atlaset_11956,"جاسون وريان وجيفري مشاو يصيدو الحوت فالبحيرة. ريان صيد 3 مرات كثر من جاسون. جيفري صيد ضعف ما صيد ريان. إلى كان جيفري صيد 60 حوتة، شحال من حوتة صيدو كاملين فالمجموع؟ خاصنا نكونو دقيقين ماأمكن.
",جاسون وريان وجيفري مشاو يصيدو الحوت فالبحيره. ريان صيد 3 مرات كثر من جاسون. جيفري صيد ضعف ما صيد ريان. الي كان جيفري صيد 60 حوته، شحال من حوته صيدو كاملين فالمجموع؟ خاصنا نكونو دقيقين ماامكن.,AR_DAR,0.0,AR_DAR
TRAIN_16940,وبعد مانشرت ابياتي الشعرية الي كلت من ضمنها ( شوكت تصحى الضمائر وبالعدل تحكم ) … . . اجا هذا البيان … #تبا_للتواضع URL …,وبعد مانشرت ابياتي الشعريه الي كلت من ضمنها ( شوكت تصحي الضمائر وبالعدل تحكم ) … . . اجا هذا البيان … #تبا_للتواضع url …,AR_MSA,0.04,AR_MSA
atlaset_98098,علمت “كود” من مصادر محلية أن مستودع الأموات بالمستشفى الإقليمي لالة مريم بالعرائش، استقبل صباح اليوم الأحد، ثلاثة جثث لسيدة وبناتها الثلاثة اللواتي لقو مصرعهن بمنزلهن الكائن بحي النهضة 2. وحسب مصادر “كود”، فإن وفاة الأم وبناتها الثلاثة جاءت بعد تسرب غاز البوتان. مصالح الشرطة القضائية مزال كتحقق فهاد الفاجعة اللي قربلات لمدينة كولها وحتى الشرطة العلمية والتقنية دخلات على الخط.,علمت “كود” من مصادر محليه ان مستودع الاموات بالمستشفي الاقليمي لاله مريم بالعرايش، استقبل صباح اليوم الاحد، ثلاثه جثث لسيده وبناتها الثلاثه اللواتي لقو مصرعهن بمنزلهن الكاين بحي النهضه 2. وحسب مصادر “كود”، فان وفاه الام وبناتها الثلاثه جاءت بعد تسرب غاز البوتان. مصالح الشرطه القضاييه مزال كتحقق فهاد الفاجعه اللي قربلات لمدينه كولها وحتي الشرطه العلميه والتقنيه دخلات علي الخط.,AR_DAR,0.0,AR_DAR
atlaset_18657,ملي تطلق متجر التطبيقات ديال الآيفون لأول مرة، كانو بزاف ديال التطبيقات اللي ولاو مشهورين بزاف. عطيني ليستة ديال 10 تطبيقات اللي كانو مشهورين فالبداية وعلاش كانو مشهورين هاكا.,ملي تطلق متجر التطبيقات ديال الايفون لاول مره، كانو بزاف ديال التطبيقات اللي ولاو مشهورين بزاف. عطيني ليسته ديال 10 تطبيقات اللي كانو مشهورين فالبدايه وعلاش كانو مشهورين هاكا.,AR_DAR,0.0,AR_DAR
mix_arabizi_894d097b32cb,wach t9der t'envoyer le location par le upload?,wach t9der t'envoyer le location par le upload?,MIX,0.3,MIX
fren_7950,"Le colis a bien été livré..........MAIS LAISSE DANS LE HALL D'ENTREE DE L'IMMEUBLE!!! Je suis en fauteuil roulant ,c'est la PREMIERE FOIS, que cela arrive. Philippe LAGARDE","le colis a bien été livré..........mais laisse dans le hall d'entree de l'immeuble!!! je suis en fauteuil roulant ,c'est la premiere fois, que cela arrive. philippe lagarde",FR,0.0,FR
fren_1230,oui bon produit mais pas les explication comment faire l aspiration pour les sachets gauffrés,oui bon produit mais pas les explication comment faire l aspiration pour les sachets gauffrés,FR,0.0,FR
mix_arabizi_b2b3a0aa0098,chhal dial le documents bqaw? khassni nchouf le delivery,chhal dial le documents bqaw? khassni nchouf le delivery,MIX,0.3,MIX
atlaset_53516,شنو هو مثال على طريقة خبيرة باش نستعملك فشكل ديال قالب ديال الطلب؟,شنو هو مثال علي طريقه خبيره باش نستعملك فشكل ديال قالب ديال الطلب؟,AR_DAR,0.0,AR_DAR
fren_1058,Ils sont assez fin c'est le seul point positif. Sans latex. Ne tiennent pas toujours en place après le retrait. Lubrifiant désagréable. Ils vont servir en cas de secours si y a plus qu'eux...,ils sont assez fin c'est le seul point positif. sans latex. ne tiennent pas toujours en place après le retrait. lubrifiant désagréable. ils vont servir en cas de secours si y a plus qu'eux...,FR,0.0,FR
fren_2803,Very pleased with the sturdiness. I feel much more comfortable when holding my cellphone,very pleased with the sturdiness. i feel much more comfortable when holding my cellphone,EN,0.0,EN
mix_aug_d968c1322cef,الناس صلت التراويح واحنا لسا ماادن machine learning,الناس صلت التراويح واحنا لسا ماادن machine learning,MIX,0.25,MIX
fren_7804,"I had pink hair, I was taking the color out with vitamin c tablets and dandruff shampoo but I heard this product would help me take out the color better. HORRIBLE MISTAKE. I left it on for 20 minutes and when I checked it, it was gray/light blue. I have no idea how it could possibly turn this color if I had no type of blue tones in my hair only pink and reds.. I'm devistated by the outcome of my hair.","i had pink hair, i was taking the color out with vitamin c tablets and dandruff shampoo but i heard this product would help me take out the color better. horrible mistake. i left it on for 20 minutes and when i checked it, it was gray/light blue. i have no idea how it could possibly turn this color if i had no type of blue tones in my hair only pink and reds.. i'm devistated by the outcome of my hair.",EN,0.0,EN
fren_5417,Produit super pratiquer avec ces cales de hauteur pour ajuster et pour baie vitré coulissante seule bemole ces que les vis dans le plastique ces pas terrible faut remettre des autre.,produit super pratiquer avec ces cales de hauteur pour ajuster et pour baie vitré coulissante seule bemole ces que les vis dans le plastique ces pas terrible faut remettre des autre.,FR,0.0,FR
fren_7932,Serrure de bonne qualité et prix tres abordable,serrure de bonne qualité et prix tres abordable,FR,0.0,FR
atlaset_58945,علمت “كود”، أن الوكيل العام للملك بمحكمة الاستنئاف بآسفي أمر، صباح اليوم الجمعة، بمتابعة شاب متهم بارتكاب جريمة قتل عمدي في حق والده والتمثيل بجثته وتشويه معالها في حالة اعتقال في انتظار استنطاقه تفصيليا. وجرى اكتشاف الجريمة، حسب مصادر “كود”، من طرف عناصر المركز القضائي للدرك الملكي بضواحي آسفي، بعدما لم يسفر البحث في بلاغ اختفاء الضحية الذي تقدم به المتهم عن جديد، ليتطلق الاشتباه في تورط الابن في اختفاء الوالد الستيني، لتسفر التحريات عن معالم الجريمة البشعة، حيث وجد جثة الضحية في حالة تحلل، وهي مفصولة عن الرأس ومرمية ب “مطمورة” بأحد دواوير جماعة أربعاء سيدي محمد التيجي.,علمت “كود”، ان الوكيل العام للملك بمحكمه الاستنياف باسفي امر، صباح اليوم الجمعه، بمتابعه شاب متهم بارتكاب جريمه قتل عمدي في حق والده والتمثيل بجثته وتشويه معالها في حاله اعتقال في انتظار استنطاقه تفصيليا. وجري اكتشاف الجريمه، حسب مصادر “كود”، من طرف عناصر المركز القضايي للدرك الملكي بضواحي اسفي، بعدما لم يسفر البحث في بلاغ اختفاء الضحيه الذي تقدم به المتهم عن جديد، ليتطلق الاشتباه في تورط الابن في اختفاء الوالد الستيني، لتسفر التحريات عن معالم الجريمه البشعه، حيث وجد جثه الضحيه في حاله تحلل، وهي مفصوله عن الراس ومرميه ب “مطموره” باحد دواوير جماعه اربعاء سيدي محمد التيجي.,AR_MSA,0.0,AR_MSA
fren_5214,"La ram avait un problème dès son arrivé dans ma boite au lettre, j'ai pris plusieurs journée et de l'argent pour résoudre des bugs que je n'arrivais pas a identifié, jusqu'a me rendre compte que c'était une des deux barette de ram qui ne fonctionnait pas correctement.","la ram avait un problème dès son arrivé dans ma boite au lettre, j'ai pris plusieurs journée et de l'argent pour résoudre des bugs que je n'arrivais pas a identifié, jusqu'a me rendre compte que c'était une des deux barette de ram qui ne fonctionnait pas correctement.",FR,0.0,FR
atlaset_11407,شنو سمية ال username ديالك ف tik tok؟,شنو سميه ال username ديالك ف tik tok؟,MIX,0.375,AR_DAR
mix_arabizi_02b392a7c34d,ana ghadi n'finaliser le inscription had le weekend,ana ghadi n'finaliser le inscription had le weekend,MIX,0.3,MIX
atlaset_32064,هاديك لبطة كتعوم مزيان.,هاديك لبطه كتعوم مزيان.,AR_DAR,0.0,AR_DAR
mix_aug_35528cde332a,"online ""فارجو"" الموسم 3، شحال من حلقات كاينه؟","online ""فارجو"" الموسم 3، شحال من حلقات كاينه؟",MIX,0.125,AR_DAR
atlaset_64434,خويا را قالو شخال هادي ف بلاغ رسمي تا ليناير,خويا را قالو شخال هادي ف بلاغ رسمي تا ليناير,AR_DAR,0.0,AR_DAR
mix_arabizi_5e5585653653,"iwa sir chof l'contrat dyalek, kayn chi upload","iwa sir chof l'contrat dyalek, kayn chi upload",MIX,0.3,MIX
mix_aug_3a4547db3ea4,the project كتعصبني الكونيكسيون ثقيله.,the project كتعصبني الكونيكسيون ثقيله.,MIX,0.4,AR_DAR
TRAIN_1913,انا اصلا نخدم مع طباخ,انا اصلا نخدم مع طباخ,AR_MSA,0.0,AR_MSA
fren_2170,I love my Nexus 5x I have had it now for almost 8 months or so now and it still going strong. I had purchased some glass protectors and they saved my butt a few times. This phone is very light screen color is vivid and bright touch screen works great as it should. I am accustomed to using this phone over my other because how much lighter this one is than any competitors out there. I would buy again and I would definitely recommend to friend or family for a reliable good phone for a great price.,i love my nexus خx i have had it now for almost 8 months or so now and it still going strong. i had purchased some glass protectors and they saved my butt a few times. this phone is very light screen color is vivid and bright touch screen works great as it should. i am accustomed to using this phone over my other because how much lighter this one is than any competitors out there. i would buy again and i would definitely recommend to friend or family for a reliable good phone for a great price.,EN,0.01020408163265306,EN
atlaset_96414,"باش تجبد حبل من الما خاصك تكون قريب من الما.
الجواب هو آه.",باش تجبد حبل من الما خاصك تكون قريب من الما. الجواب هو اه.,AR_DAR,0.0,AR_DAR
atlaset_1057,"مغربي ومسيحي الحلقة 39: ندعيوا على الناس
في المغرب منتشرة واحد القضية وهي الدعوات على الناس، عندنا دعوة لكل كلمة، عندنا واحد العداء للناس، ومهووسين بالسحور والعين، في هاد الحلقة رشيد غادي يشرح لينا علاش كاينة هاد القضية، واشنو كتعلمنا المسيحية بخصوص هاد الموضوع، واش كتعلمنا ندعيوا على الناس ولا نتداعاو مع الناس.",مغربي ومسيحي الحلقه 39: ندعيوا علي الناس في المغرب منتشره واحد القضيه وهي الدعوات علي الناس، عندنا دعوه لكل كلمه، عندنا واحد العداء للناس، ومهووسين بالسحور والعين، في هاد الحلقه رشيد غادي يشرح لينا علاش كاينه هاد القضيه، واشنو كتعلمنا المسيحيه بخصوص هاد الموضوع، واش كتعلمنا ندعيوا علي الناس ولا نتداعاو مع الناس.,AR_DAR,0.0,AR_DAR
mix_arabizi_9252ec9513ee,"ana mrid, ghadi n'appeler le administration daba","ana mrid, ghadi n'appeler le administration daba",MIX,0.3,MIX
atlaset_20340,عْيَقتِي عليا بهضرتك.,عيقتي عليا بهضرتك.,AR_MSA,0.0,AR_DAR
fren_5579,"Recu apres 2 mois . La palette est comme dans les description mais quelque fard ne fonctionne pas , vous avez beau passer le doigts dessus aucune pigmentation ne sort , pour le prix il ne faut pas s’attendre a quelque choses d’extraordinaire non plus","recu apres 2 mois . la palette est comme dans les description mais quelque fard ne fonctionne pas , vous avez beau passer le doigts dessus aucune pigmentation ne sort , pour le prix il ne faut pas s’attendre a quelque choses d’extraordinaire non plus",FR,0.0,FR
atlaset_32818,"واخا، هاك خمس تنويعات أخرى لي كيستعملو مرادفات مجردة ل ""سمارت كلوزر""، ""أي كلوزر""، ولا ""هاي-أي كلوزر"":

1. جينيوس كلوزر: هاد المصطلح كيركز على استخدام الذكاء والتكنولوجيا المتقدمة في عملية البيع، مع التركيز على تحقيق أفضل النتائج من خلال الأساليب المبتكرة.
2. تيك-سافي كلوزر: هاد المصطلح كيركز على استخدام التكنولوجيا والأدوات الرقمية في عملية البيع، مع التركيز على استخدام المنصات والأدوات الرقمية لتحسين نتائج المبيعات.
3. هايبر-إنتيليجنت كلوزر: هاد المصطلح كيركز على استخدام الذكاء الاصطناعي والتحليلات المتقدمة في عملية البيع، مع التركيز على الاستفادة من التكنولوجيا المتقدمة لتحقيق نتائج مبيعات متفوقة.
4. ديجيتال إنتيليجنس كلوزر: هاد المصطلح كيركز على استخدام الرؤى والتحليلات المستندة إلى البيانات في عملية البيع، مع التركيز على تحسين نتائج المبيعات من خلال التكنولوجيا المتقدمة والأدوات الرقمية.
5. سمارت تيك كلوزر: هاد المصطلح كيجمع بين ""سمارت"" و ""تيك"" للتركيز على استخدام التكنولوجيا الذكية في عملية البيع، مع التركيز على استخدام الذكاء الاصطناعي والأدوات المتقدمة لتحسين نتائج المبيعات.","واخا، هاك خمس تنويعات اخري لي كيستعملو مرادفات مجرده ل ""سمارت كلوزر""، ""اي كلوزر""، ولا ""هاي-اي كلوزر"": 1. جينيوس كلوزر: هاد المصطلح كيركز علي استخدام الذكاء والتكنولوجيا المتقدمه في عمليه البيع، مع التركيز علي تحقيق افضل النتائج من خلال الاساليب المبتكره. 2. تيك-سافي كلوزر: هاد المصطلح كيركز علي استخدام التكنولوجيا والادوات الرقميه في عمليه البيع، مع التركيز علي استخدام المنصات والادوات الرقميه لتحسين نتائج المبيعات. 3. هايبر-انتيليجنت كلوزر: هاد المصطلح كيركز علي استخدام الذكاء الاصطناعي والتحليلات المتقدمه في عمليه البيع، مع التركيز علي الاستفاده من التكنولوجيا المتقدمه لتحقيق نتائج مبيعات متفوقه. 4. ديجيتال انتيليجنس كلوزر: هاد المصطلح كيركز علي استخدام الرؤي والتحليلات المستنده الي البيانات في عمليه البيع، مع التركيز علي تحسين نتائج المبيعات من خلال التكنولوجيا المتقدمه والادوات الرقميه. 5. سمارت تيك كلوزر: هاد المصطلح كيجمع بين ""سمارت"" و ""تيك"" للتركيز علي استخدام التكنولوجيا الذكيه في عمليه البيع، مع التركيز علي استخدام الذكاء الاصطناعي والادوات المتقدمه لتحسين نتائج المبيعات.",AR_DAR,0.0,AR_DAR
TRAIN_3889,الله يبعد عنها ولاد الحرام والمريضين امثالك هيك اظبط الدعوة برميل الزبالة,الله يبعد عنها ولاد الحرام والمريضين امثالك هيك اظبط الدعوه برميل الزباله,AR_MSA,0.0,AR_MSA
mix_arabizi_5a15a73abfa4,"ana mrid, ghadi n'appeler le contrat daba","ana mrid, ghadi n'appeler le contrat daba",MIX,0.3,MIX
mix_arabizi_65951999c281,mazal khassni n'preparer la projet avant la interface,mazal khassni n'preparer la projet avant la interface,MIX,0.3,MIX
atlaset_55454,هاد العام السوق طايح، البيع ماكاينش.,هاد العام السوق طايح، البيع ماكاينش.,AR_DAR,0.0,AR_DAR
fren_5144,fermoir un peu leger,fermoir un peu leger,FR,0.0,FR
mix_arabizi_c96f4041fcdd,khassni n'imprimer les commande avant la conférence dyal ghda,khassni n'imprimer les commande avant la conférence dyal ghda,MIX,0.3,MIX
atlaset_46346,الجزئين الرئيسيين,الجزئين الرئيسيين,AR_MSA,0.0,AR_MSA
atlaset_40032,واش تقدر توصف لي شنو معروف على التعبير الجيني ديال Mycobacterium tuberculosis فالاستجابة للعلاج بالأدوية؟,واش تقدر توصف لي شنو معروف علي التعبير الجيني ديال mycobacterium tuberculosis فالاستجابه للعلاج بالادويه؟,AR_DAR,0.13333333333333333,AR_DAR
mix_arabizi_e9513cdf2e90,wach n9dro n'changer le contrat dyal had l'marché?,wach n9dro n'changer le contrat dyal had l'marché?,MIX,0.3,MIX
atlaset_93568,"تفكير تلقائي: شوف مرا و درية ما كيعنيش بالضرورة بلي هاديك المرا هي مها ديال الدرية.
السؤال والجواب مشروحين من تحت.
",تفكير تلقائي: شوف مرا و دريه ما كيعنيش بالضروره بلي هاديك المرا هي مها ديال الدريه. السؤال والجواب مشروحين من تحت.,AR_DAR,0.0,AR_DAR
atlaset_87352,خاصنا نحسبوها مزيان قبل مانغامرو ب شي حاجة.,خاصنا نحسبوها مزيان قبل مانغامرو ب شي حاجه.,AR_DAR,0.0,AR_DAR
atlaset_997,"المعلم: فهاد المهمة، غادي نعطيوك تعليق عام من المنصات ديال الإنترنت. خاصك تصنف التعليق لجوج أنواع: فاحش وماشي فاحش. التعليق كيكون فاحش إلا كان مسيء للذوق العام، مثلا حيت كيهضر بزاف على الجنس ولا فيه كلام تابو فاللغة المحترمة.
المعلم: دابا، فهمتي المشكل؟ إلا مازال ماواضحاش، شوف هاد المثال:
التعليق: لعنة! نهار آخر غايم، وهادشي كامل من فعل أوباما!
الحل: فاحش
السبب: هادا فحش حيت كيلمح لمحتوى جنسي لي كيسيء للذوق العام.

دابا، حل هاد الحالة: التعليق: بلا بلا بلا، ...مدافع على إرهاب داعش.
التلميذ:",المعلم: فهاد المهمه، غادي نعطيوك تعليق عام من المنصات ديال الانترنت. خاصك تصنف التعليق لجوج انواع: فاحش وماشي فاحش. التعليق كيكون فاحش الا كان مسيء للذوق العام، مثلا حيت كيهضر بزاف علي الجنس ولا فيه كلام تابو فاللغه المحترمه. المعلم: دابا، فهمتي المشكل؟ الا مازال ماواضحاش، شوف هاد المثال: التعليق: لعنه! نهار اخر غايم، وهادشي كامل من فعل اوباما! الحل: فاحش السبب: هادا فحش حيت كيلمح لمحتوي جنسي لي كيسيء للذوق العام. دابا، حل هاد الحاله: التعليق: بلا بلا بلا، ...مدافع علي ارهاب داعش. التلميذ:,AR_DAR,0.0,AR_DAR
atlaset_15390,,,AR_DAR,0.0,Blank sample
atlaset_5559,"الكتاب الخامس...

خمسة وخميس :) ...

الأصل ديال هاد الكتاب هو الكتيبات...

غادي تلقاو بزاف ديال المغاربة تيتخاصمو على تطوُّر الأحياء...

و لكن ملي كانو صغار ماتكلّموش ليهم أصلا على الأحياء....

أنا غادي نورّيهم أشناهما بعدا الأحياء وكيفاش تنستّفوهوم...

ويعرفو بعدا ليمارات تكل فاميلة و تكل قْسمة...

ويفرّقو مابين هاد الڭنس و الڭنس الاخر...

ويتعلّمو يحقّقو فداكشي لي ضاير بيهم...

ويتعلّمو يلقاو الفرق مابين :

 بخّوشة تهادي مليون عام و بخّوشة ديال دابا ...

عاد إل كبرو موحال باقي يبقاو مخاصمين :) على هاد القاضية...

 ديال  التطوُّر...",الكتاب الخامس... خمسه وخميس :) ... الاصل ديال هاد الكتاب هو الكتيبات... غادي تلقاو بزاف ديال المغاربه تيتخاصمو علي تطور الاحياء... و لكن ملي كانو صغار ماتكلموش ليهم اصلا علي الاحياء.... انا غادي نوريهم اشناهما بعدا الاحياء وكيفاش تنستفوهوم... ويعرفو بعدا ليمارات تكل فاميله و تكل قسمه... ويفرقو مابين هاد الڭنس و الڭنس الاخر... ويتعلمو يحققو فداكشي لي ضاير بيهم... ويتعلمو يلقاو الفرق مابين : بخوشه تهادي مليون عام و بخوشه ديال دابا ... عاد ال كبرو موحال باقي يبقاو مخاصمين :) علي هاد القاضيه... ديال التطور...,AR_DAR,0.0,AR_DAR
fren_6322,BIEN recus sa a mis un peut de temps pour le recevoir pour le peut que c'est en plus reçus avec des taches noir qui parte pas donc l hygiéne ce laisse a désiré,bien recus sa a mis un peut de temps pour le recevoir pour le peut que c'est en plus reçus avec des taches noir qui parte pas donc l hygiéne ce laisse a désiré,FR,0.0,FR
atlaset_57463,خاصنا نقلبو على متدربين جداد باش يتعلمو المهنة.,خاصنا نقلبو علي متدربين جداد باش يتعلمو المهنه.,AR_DAR,0.0,AR_DAR
TRAIN_10003,دا جامد يا ميرناا كمليه,دا جامد يا ميرناا كمليه,AR_MSA,0.0,AR_MSA
